"काण्डः (आर्षेयपाठः)","विषयः (आर्षेयपाठः)","अनुवाकः (आर्षेयपाठः)","भागः (सारस्वतः)","काण्डः (सारस्वतः)","प्रश्नः (सारस्वतः)","अनुवाकः (सारस्वतः)",""
"1","1","1","1","1","1","1","पौरोडाशिकम्"
"1","1","2","1","1","1","2","पौरोडाशिकम्"
"1","1","3","1","1","1","3","पौरोडाशिकम्"
"1","1","4","1","1","1","4","पौरोडाशिकम्"
"1","1","5","1","1","1","5","पौरोडाशिकम्"
"1","1","6","1","1","1","6","पौरोडाशिकम्"
"1","1","7","1","1","1","7","पौरोडाशिकम्"
"1","1","8","1","1","1","8","पौरोडाशिकम्"
"1","1","9","1","1","1","9","पौरोडाशिकम्"
"1","1","10","1","1","1","10","पौरोडाशिकम्"
"1","1","11","1","1","1","11","पौरोडाशिकम्"
"1","1","12","1","1","1","12","पौरोडाशिकम्"
"1","1","13","1","1","1","13","पौरोडाशिकम्"
"1","2","1","2","3","2","1","पौरोडाशिक-ब्राह्मणम्"
"1","2","2","2","3","2","2","पौरोडाशिक-ब्राह्मणम्"
"1","2","3","2","3","2","3","पौरोडाशिक-ब्राह्मणम्"
"1","2","4","2","3","2","4","पौरोडाशिक-ब्राह्मणम्"
"1","2","5","2","3","2","5","पौरोडाशिक-ब्राह्मणम्"
"1","2","6","2","3","2","6","पौरोडाशिक-ब्राह्मणम्"
"1","2","7","2","3","2","7","पौरोडाशिक-ब्राह्मणम्"
"1","2","8","2","3","2","8","पौरोडाशिक-ब्राह्मणम्"
"1","2","9","2","3","2","9","पौरोडाशिक-ब्राह्मणम्"
"1","2","10","2","3","2","10","पौरोडाशिक-ब्राह्मणम्"
"1","2","11","2","3","3","1","पौरोडाशिक-ब्राह्मणम्"
"1","2","12","2","3","3","2","पौरोडाशिक-ब्राह्मणम्"
"1","2","13","2","3","3","3","पौरोडाशिक-ब्राह्मणम्"
"1","2","14","2","3","3","4","पौरोडाशिक-ब्राह्मणम्"
"1","2","15","2","3","3","5","पौरोडाशिक-ब्राह्मणम्"
"1","2","16","2","3","3","6","पौरोडाशिक-ब्राह्मणम्"
"1","2","17","2","3","3","7","पौरोडाशिक-ब्राह्मणम्"
"1","2","18","2","3","3","8","पौरोडाशिक-ब्राह्मणम्"
"1","2","19","2","3","3","9","पौरोडाशिक-ब्राह्मणम्"
"1","2","20","2","3","3","10","पौरोडाशिक-ब्राह्मणम्"
"1","2","21","2","3","3","11","पौरोडाशिक-ब्राह्मणम्"
"1","2","22","1","2","5","1","पौरोडाशिक-ब्राह्मणम्"
"1","2","23","1","2","5","2","पौरोडाशिक-ब्राह्मणम्"
"1","2","24","1","2","5","3","पौरोडाशिक-ब्राह्मणम्"
"1","2","25","1","2","5","4","पौरोडाशिक-ब्राह्मणम्"
"1","2","26","1","2","5","5","पौरोडाशिक-ब्राह्मणम्"
"1","2","27","1","2","5","6","पौरोडाशिक-ब्राह्मणम्"
"1","2","28","1","2","6","1","पौरोडाशिक-ब्राह्मणम्"
"1","2","29","1","2","6","2","पौरोडाशिक-ब्राह्मणम्"
"1","2","30","1","2","6","3","पौरोडाशिक-ब्राह्मणम्"
"1","2","31","1","2","6","4","पौरोडाशिक-ब्राह्मणम्"
"1","2","32","1","2","6","5","पौरोडाशिक-ब्राह्मणम्"
"1","2","33","1","2","6","6","पौरोडाशिक-ब्राह्मणम्"
"1","2","34","1","2","5","11","पौरोडाशिक-ब्राह्मणम्"
"1","2","35","2","1","3","10","पौरोडाशिक-ब्राह्मणम्"
"1","3","1","1","1","5","10","याजमानम्"
"1","3","2","1","1","6","1","याजमानम्"
"1","3","3","1","1","6","2","याजमानम्"
"1","3","4","1","1","6","3","याजमानम्"
"1","3","5","1","1","6","4","याजमानम्"
"1","3","6","1","1","6","5","याजमानम्"
"1","3","7","1","1","6","6","याजमानम्"
"1","4","1","1","1","6","7","याजमान-ब्राह्मणम्"
"1","4","2","1","1","6","8","याजमान-ब्राह्मणम्"
"1","4","3","1","1","6","9","याजमान-ब्राह्मणम्"
"1","4","4","1","1","6","10","याजमान-ब्राह्मणम्"
"1","4","5","1","1","6","11","याजमान-ब्राह्मणम्"
"1","4","6","1","1","7","1","याजमान-ब्राह्मणम्"
"1","4","7","1","1","7","3","याजमान-ब्राह्मणम्"
"1","4","8","1","1","7","4","याजमान-ब्राह्मणम्"
"1","4","9","1","1","7","5","याजमान-ब्राह्मणम्"
"1","4","10","1","1","7","6","याजमान-ब्राह्मणम्"
"1","5","1","3","3","1","0","होतारः"
"1","5","2","3","3","2","0","होतारः"
"1","5","3","3","3","3","0","होतारः"
"1","5","4","3","3","4","0","होतारः"
"1","5","5","3","3","5","0","होतारः"
"1","5","6","3","3","6","0","होतारः"
"1","5","7","3","3","7","0","होतारः"
"1","5","8","3","3","8","0","होतारः"
"1","5","9","3","3","9","0","होतारः"
"1","5","10","3","3","10","0","होतारः"
"1","5","11","3","3","11","0","होतारः"
"1","5","12","3","3","12","0","होतारः"
"1","5","13","3","3","13","0","होतारः"
"1","6","1","2","2","2","1","होतृ-ब्राह्मणम्"
"1","6","2","2","2","2","2","होतृ-ब्राह्मणम्"
"1","6","3","2","2","2","3","होतृ-ब्राह्मणम्"
"1","6","4","2","2","2","4","होतृ-ब्राह्मणम्"
"1","6","5","2","2","2","5","होतृ-ब्राह्मणम्"
"1","6","6","2","2","2","6","होतृ-ब्राह्मणम्"
"1","6","7","2","2","2","7","होतृ-ब्राह्मणम्"
"1","6","8","2","2","2","8","होतृ-ब्राह्मणम्"
"1","6","9","2","2","2","9","होतृ-ब्राह्मणम्"
"1","6","10","2","2","2","10","होतृ-ब्राह्मणम्"
"1","6","11","2","2","2","11","होतृ-ब्राह्मणम्"
"1","6","12","2","2","3","1","होतृ-ब्राह्मणम्"
"1","6","13","2","2","3","2","होतृ-ब्राह्मणम्"
"1","6","14","2","2","3","3","होतृ-ब्राह्मणम्"
"1","6","15","2","2","3","4","होतृ-ब्राह्मणम्"
"1","6","16","2","2","3","5","होतृ-ब्राह्मणम्"
"1","6","17","2","2","3","6","होतृ-ब्राह्मणम्"
"1","6","18","2","2","3","7","होतृ-ब्राह्मणम्"
"1","6","19","2","2","3","8","होतृ-ब्राह्मणम्"
"1","6","20","2","2","3","9","होतृ-ब्राह्मणम्"
"1","6","21","2","2","3","10","होतृ-ब्राह्मणम्"
"1","6","22","2","2","3","11","होतृ-ब्राह्मणम्"
"1","7","1","2","3","5","1","हौत्रम्"
"1","7","2","2","3","5","2","हौत्रम्"
"1","7","3","2","3","5","3","हौत्रम्"
"1","7","4","2","3","5","4","हौत्रम्"
"1","7","5","2","3","5","5","हौत्रम्"
"1","7","6","2","3","5","6","हौत्रम्"
"1","7","7","2","3","5","7","हौत्रम्"
"1","7","8","2","3","5","8","हौत्रम्"
"1","7","9","2","3","5","9","हौत्रम्"
"1","7","10","2","3","5","10","हौत्रम्"
"1","7","11","2","3","5","11","हौत्रम्"
"1","7","12","2","3","5","12","हौत्रम्"
"1","7","13","2","3","5","13","हौत्रम्"
"1","8","1","1","2","5","7","हौत्र-ब्राह्मणम्"
"1","8","2","1","2","5","8","हौत्र-ब्राह्मणम्"
"1","8","3","1","2","5","9","हौत्र-ब्राह्मणम्"
"1","8","4","1","2","5","10","हौत्र-ब्राह्मणम्"
"1","8","5","1","2","5","11","हौत्र-ब्राह्मणम्"
"1","8","6","1","2","6","7","हौत्र-ब्राह्मणम्"
"1","8","7","1","2","6","8","हौत्र-ब्राह्मणम्"
"1","8","8","1","2","6","9","हौत्र-ब्राह्मणम्"
"1","8","9","1","2","6","10","हौत्र-ब्राह्मणम्"
"1","8","10","1","1","7","2","हौत्र-ब्राह्मणम्"
"1","9","1","3","4","1","0","पितृमेधः"
"1","9","2","3","4","2","0","पितृमेधः"
"1","9","3","3","4","3","0","पितृमेधः"
"1","9","4","3","4","4","0","पितृमेधः"
"1","9","5","3","4","5","0","पितृमेधः"
"1","9","6","3","4","6","0","पितृमेधः"
"1","9","7","3","4","7","0","पितृमेधः"
"1","9","8","3","4","8","0","पितृमेधः"
"1","9","9","3","4","9","0","पितृमेधः"
"1","9","10","3","4","10","0","पितृमेधः"
"1","9","11","3","4","11","0","पितृमेधः"
"1","9","12","3","4","12","0","पितृमेधः"
"2","1","1","1","1","2","1","आध्वर्यवम्"
"2","1","2","1","1","2","2","आध्वर्यवम्"
"2","1","3","1","1","2","3","आध्वर्यवम्"
"2","1","4","1","1","2","4","आध्वर्यवम्"
"2","1","5","1","1","2","5","आध्वर्यवम्"
"2","1","6","1","1","2","6","आध्वर्यवम्"
"2","1","7","1","1","2","7","आध्वर्यवम्"
"2","1","8","1","1","2","8","आध्वर्यवम्"
"2","1","9","1","1","2","9","आध्वर्यवम्"
"2","1","10","1","1","2","10","आध्वर्यवम्"
"2","1","11","1","1","2","11","आध्वर्यवम्"
"2","1","12","1","1","2","12","आध्वर्यवम्"
"2","1","13","1","1","2","13","आध्वर्यवम्"
"2","1","14","1","1","3","1","आध्वर्यवम्"
"2","1","15","1","1","3","2","आध्वर्यवम्"
"2","1","16","1","1","3","3","आध्वर्यवम्"
"2","1","17","1","1","3","4","आध्वर्यवम्"
"2","1","18","1","1","3","5","आध्वर्यवम्"
"2","1","19","1","1","3","6","आध्वर्यवम्"
"2","1","20","1","1","3","7","आध्वर्यवम्"
"2","1","21","1","1","3","8","आध्वर्यवम्"
"2","1","22","1","1","3","9","आध्वर्यवम्"
"2","1","23","1","1","3","10","आध्वर्यवम्"
"2","1","24","1","1","3","11","आध्वर्यवम्"
"2","1","25","1","1","3","12","आध्वर्यवम्"
"2","1","26","1","1","3","13","आध्वर्यवम्"
"2","1","27","2","1","4","8","आध्वर्यवम्"
"2","1","28","2","1","1","1","आध्वर्यवम्"
"2","2","1","1","6","1","1","आध्वर्यव-ब्राह्मणम्"
"2","2","2","1","6","1","2","आध्वर्यव-ब्राह्मणम्"
"2","2","3","1","6","1","3","आध्वर्यव-ब्राह्मणम्"
"2","2","4","1","6","1","4","आध्वर्यव-ब्राह्मणम्"
"2","2","5","1","6","1","5","आध्वर्यव-ब्राह्मणम्"
"2","2","6","1","6","1","6","आध्वर्यव-ब्राह्मणम्"
"2","2","7","1","6","1","7","आध्वर्यव-ब्राह्मणम्"
"2","2","8","1","6","1","8","आध्वर्यव-ब्राह्मणम्"
"2","2","9","1","6","1","9","आध्वर्यव-ब्राह्मणम्"
"2","2","10","1","6","1","10","आध्वर्यव-ब्राह्मणम्"
"2","2","11","1","6","1","11","आध्वर्यव-ब्राह्मणम्"
"2","2","12","1","6","2","1","आध्वर्यव-ब्राह्मणम्"
"2","2","13","1","6","2","2","आध्वर्यव-ब्राह्मणम्"
"2","2","14","1","6","2","3","आध्वर्यव-ब्राह्मणम्"
"2","2","15","1","6","2","4","आध्वर्यव-ब्राह्मणम्"
"2","2","16","1","6","2","5","आध्वर्यव-ब्राह्मणम्"
"2","2","17","1","6","2","6","आध्वर्यव-ब्राह्मणम्"
"2","2","18","1","6","2","7","आध्वर्यव-ब्राह्मणम्"
"2","2","19","1","6","2","8","आध्वर्यव-ब्राह्मणम्"
"2","2","20","1","6","2","9","आध्वर्यव-ब्राह्मणम्"
"2","2","21","1","6","2","10","आध्वर्यव-ब्राह्मणम्"
"2","2","22","1","6","2","11","आध्वर्यव-ब्राह्मणम्"
"2","2","23","1","6","3","1","आध्वर्यव-ब्राह्मणम्"
"2","2","24","1","6","3","2","आध्वर्यव-ब्राह्मणम्"
"2","2","25","1","6","3","3","आध्वर्यव-ब्राह्मणम्"
"2","2","26","1","6","3","4","आध्वर्यव-ब्राह्मणम्"
"2","2","27","1","6","3","5","आध्वर्यव-ब्राह्मणम्"
"2","2","28","1","6","3","6","आध्वर्यव-ब्राह्मणम्"
"2","2","29","1","6","3","7","आध्वर्यव-ब्राह्मणम्"
"2","2","30","1","6","3","8","आध्वर्यव-ब्राह्मणम्"
"2","2","31","1","6","3","9","आध्वर्यव-ब्राह्मणम्"
"2","2","32","1","6","3","10","आध्वर्यव-ब्राह्मणम्"
"2","2","33","1","6","3","11","आध्वर्यव-ब्राह्मणम्"
"2","2","34","1","6","4","1","आध्वर्यव-ब्राह्मणम्"
"2","2","35","1","6","4","2","आध्वर्यव-ब्राह्मणम्"
"2","2","36","1","6","4","3","आध्वर्यव-ब्राह्मणम्"
"2","2","37","1","6","6","4","आध्वर्यव-ब्राह्मणम्"
"2","2","38","1","6","6","5","आध्वर्यव-ब्राह्मणम्"
"2","2","39","1","6","6","6","आध्वर्यव-ब्राह्मणम्"
"2","2","40","1","6","6","7","आध्वर्यव-ब्राह्मणम्"
"2","2","41","1","6","6","8","आध्वर्यव-ब्राह्मणम्"
"2","2","42","1","6","6","9","आध्वर्यव-ब्राह्मणम्"
"2","2","43","1","6","6","10","आध्वर्यव-ब्राह्मणम्"
"2","2","44","1","6","6","11","आध्वर्यव-ब्राह्मणम्"
"2","2","45","1","7","1","1","आध्वर्यव-ब्राह्मणम्"
"2","2","46","1","7","1","2","आध्वर्यव-ब्राह्मणम्"
"2","2","47","1","7","1","3","आध्वर्यव-ब्राह्मणम्"
"2","2","48","2","1","5","9","आध्वर्यव-ब्राह्मणम्"
"2","2","49","2","1","5","10","आध्वर्यव-ब्राह्मणम्"
"2","2","50","2","1","5","11","आध्वर्यव-ब्राह्मणम्"
"2","2","51","2","1","5","12","आध्वर्यव-ब्राह्मणम्"
"2","3","1","1","1","4","1","ग्रहाः"
"2","3","2","1","1","4","2","ग्रहाः"
"2","3","3","1","1","4","3","ग्रहाः"
"2","3","4","1","1","4","4","ग्रहाः"
"2","3","5","1","1","4","5","ग्रहाः"
"2","3","6","1","1","4","6","ग्रहाः"
"2","3","7","1","1","4","7","ग्रहाः"
"2","3","8","1","1","4","8","ग्रहाः"
"2","3","9","1","1","4","9","ग्रहाः"
"2","3","10","1","1","4","10","ग्रहाः"
"2","3","11","1","1","4","11","ग्रहाः"
"2","3","12","1","1","4","12","ग्रहाः"
"2","3","13","1","1","4","13","ग्रहाः"
"2","3","14","1","1","4","14","ग्रहाः"
"2","3","15","1","1","4","15","ग्रहाः"
"2","3","16","1","1","4","16","ग्रहाः"
"2","3","17","1","1","4","17","ग्रहाः"
"2","3","18","1","1","4","18","ग्रहाः"
"2","3","19","1","1","4","19","ग्रहाः"
"2","3","20","1","1","4","20","ग्रहाः"
"2","3","21","1","1","4","21","ग्रहाः"
"2","3","22","1","1","4","22","ग्रहाः"
"2","3","23","1","1","4","23","ग्रहाः"
"2","3","24","1","1","4","24","ग्रहाः"
"2","3","25","1","1","4","25","ग्रहाः"
"2","3","26","1","1","4","26","ग्रहाः"
"2","3","27","1","1","4","27","ग्रहाः"
"2","3","28","1","1","4","28","ग्रहाः"
"2","3","29","1","1","4","29","ग्रहाः"
"2","3","30","1","1","4","30","ग्रहाः"
"2","3","31","1","1","4","31","ग्रहाः"
"2","3","32","1","1","4","32","ग्रहाः"
"2","3","33","1","1","4","33","ग्रहाः"
"2","3","34","1","1","4","34","ग्रहाः"
"2","3","35","1","1","4","35","ग्रहाः"
"2","3","36","1","1","4","36","ग्रहाः"
"2","3","37","1","1","4","37","ग्रहाः"
"2","3","38","1","1","4","38","ग्रहाः"
"2","3","39","1","1","4","39","ग्रहाः"
"2","3","40","1","1","4","40","ग्रहाः"
"2","3","41","1","1","4","41","ग्रहाः"
"2","3","42","1","1","4","42","ग्रहाः"
"2","3","43","3","3","16","0","ग्रहाः"
"2","4","1","2","1","4","1","ग्रह-ब्राह्मणम्"
"2","4","2","2","1","5","4","ग्रह-ब्राह्मणम्"
"2","4","3","1","6","4","4","ग्रह-ब्राह्मणम्"
"2","4","4","1","6","4","5","ग्रह-ब्राह्मणम्"
"2","4","5","1","6","4","6","ग्रह-ब्राह्मणम्"
"2","4","6","1","6","4","7","ग्रह-ब्राह्मणम्"
"2","4","7","1","6","4","8","ग्रह-ब्राह्मणम्"
"2","4","8","1","6","4","9","ग्रह-ब्राह्मणम्"
"2","4","9","1","6","4","10","ग्रह-ब्राह्मणम्"
"2","4","10","1","6","4","11","ग्रह-ब्राह्मणम्"
"2","4","11","1","6","5","1","ग्रह-ब्राह्मणम्"
"2","4","12","1","6","5","2","ग्रह-ब्राह्मणम्"
"2","4","13","1","6","5","3","ग्रह-ब्राह्मणम्"
"2","4","14","1","6","5","4","ग्रह-ब्राह्मणम्"
"2","4","15","1","6","5","5","ग्रह-ब्राह्मणम्"
"2","4","16","1","6","5","6","ग्रह-ब्राह्मणम्"
"2","4","17","1","6","5","7","ग्रह-ब्राह्मणम्"
"2","4","18","1","6","5","8","ग्रह-ब्राह्मणम्"
"2","4","19","1","6","5","9","ग्रह-ब्राह्मणम्"
"2","4","20","1","6","5","10","ग्रह-ब्राह्मणम्"
"2","4","21","1","6","5","11","ग्रह-ब्राह्मणम्"
"2","5","1","1","1","4","43","दाक्षिणानि"
"2","6","1","1","6","6","1","दाक्षिण-ब्राह्मणम्"
"2","7","1","1","1","4","44","समिष्टयजूंषि"
"2","8","1","1","6","6","2","समिष्टयजुर्-ब्राह्मणम्"
"2","9","1","1","1","4","45","अवभृथ-यजूंषि"
"2","10","1","1","6","6","3","अवभृथ-यजुर्-ब्राह्मणम्"
"2","11","1","1","1","7","7","वाजपेयः"
"2","11","2","1","1","7","8","वाजपेयः"
"2","11","3","1","1","7","9","वाजपेयः"
"2","11","4","1","1","7","10","वाजपेयः"
"2","11","5","1","1","7","11","वाजपेयः"
"2","11","6","1","1","7","12","वाजपेयः"
"2","12","1","2","1","3","2","वाजपेय-ब्राह्मणम्"
"2","12","2","2","1","3","3","वाजपेय-ब्राह्मणम्"
"2","12","3","2","1","3","4","वाजपेय-ब्राह्मणम्"
"2","12","4","2","1","3","5","वाजपेय-ब्राह्मणम्"
"2","12","5","2","1","3","6","वाजपेय-ब्राह्मणम्"
"2","12","6","2","1","3","7","वाजपेय-ब्राह्मणम्"
"2","12","7","2","1","3","8","वाजपेय-ब्राह्मणम्"
"2","12","8","2","1","3","9","वाजपेय-ब्राह्मणम्"
"2","13","1","3","7","1","0","शुक्रियाणि"
"2","13","2","3","7","2","0","शुक्रियाणि"
"2","13","3","3","7","3","0","शुक्रियाणि"
"2","13","4","3","7","4","0","शुक्रियाणि"
"2","13","5","3","7","5","0","शुक्रियाणि"
"2","13","6","3","7","6","0","शुक्रियाणि"
"2","13","7","3","7","7","0","शुक्रियाणि"
"2","13","8","3","7","8","0","शुक्रियाणि"
"2","13","9","3","7","9","0","शुक्रियाणि"
"2","13","10","3","7","10","0","शुक्रियाणि"
"2","13","11","3","7","11","0","शुक्रियाणि"
"2","13","12","3","7","12","0","शुक्रियाणि"
"2","13","13","3","7","13","0","शुक्रियाणि"
"2","13","14","3","7","14","0","शुक्रियाणि"
"2","13","15","3","7","15","0","शुक्रियाणि"
"2","13","16","3","7","16","0","शुक्रियाणि"
"2","13","17","3","7","17","0","शुक्रियाणि"
"2","13","18","3","7","18","0","शुक्रियाणि"
"2","13","19","3","7","19","0","शुक्रियाणि"
"2","13","20","3","7","20","0","शुक्रियाणि"
"2","13","21","3","7","21","0","शुक्रियाणि"
"2","13","22","3","7","22","0","शुक्रियाणि"
"2","13","23","3","7","23","0","शुक्रियाणि"
"2","13","24","3","7","24","0","शुक्रियाणि"
"2","13","25","3","7","25","0","शुक्रियाणि"
"2","13","26","3","7","26","0","शुक्रियाणि"
"2","13","27","3","7","27","0","शुक्रियाणि"
"2","13","28","3","7","28","0","शुक्रियाणि"
"2","13","29","3","7","29","0","शुक्रियाणि"
"2","13","30","3","7","30","0","शुक्रियाणि"
"2","13","31","3","7","31","0","शुक्रियाणि"
"2","13","32","3","7","32","0","शुक्रियाणि"
"2","13","33","3","7","33","0","शुक्रियाणि"
"2","13","34","3","7","34","0","शुक्रियाणि"
"2","13","35","3","7","35","0","शुक्रियाणि"
"2","13","36","3","7","36","0","शुक्रियाणि"
"2","13","37","3","7","37","0","शुक्रियाणि"
"2","13","38","3","7","38","0","शुक्रियाणि"
"2","13","39","3","7","39","0","शुक्रियाणि"
"2","13","40","3","7","40","0","शुक्रियाणि"
"2","13","41","3","7","41","0","शुक्रियाणि"
"2","13","42","3","7","42","0","शुक्रियाणि"
"2","14","1","3","8","1","0","शुक्रिय-ब्राह्मणम्"
"2","14","2","3","8","2","0","शुक्रिय-ब्राह्मणम्"
"2","14","3","3","8","3","0","शुक्रिय-ब्राह्मणम्"
"2","14","4","3","8","4","0","शुक्रिय-ब्राह्मणम्"
"2","14","5","3","8","5","0","शुक्रिय-ब्राह्मणम्"
"2","14","6","3","8","6","0","शुक्रिय-ब्राह्मणम्"
"2","14","7","3","8","7","0","शुक्रिय-ब्राह्मणम्"
"2","14","8","3","8","8","0","शुक्रिय-ब्राह्मणम्"
"2","14","9","3","8","9","0","शुक्रिय-ब्राह्मणम्"
"2","14","10","3","8","10","0","शुक्रिय-ब्राह्मणम्"
"2","14","11","3","8","11","0","शुक्रिय-ब्राह्मणम्"
"2","14","12","3","8","12","0","शुक्रिय-ब्राह्मणम्"
"2","15","1","2","2","7","7","सवाः"
"2","15","2","2","2","7","8","सवाः"
"2","15","3","2","2","7","12","सवाः"
"2","15","4","2","2","7","13","सवाः"
"2","15","5","2","2","7","15","सवाः"
"2","15","6","2","2","7","16","सवाः"
"2","15","7","2","2","7","17","सवाः"
"2","15","8","2","2","7","4","सवाः"
"2","15","9","2","2","7","5","सवाः"
"2","15","10","2","2","7","6","सवाः"
"2","16","1","2","2","7","1","सव-ब्राह्मणम्"
"2","16","2","2","2","7","2","सव-ब्राह्मणम्"
"2","16","3","2","2","7","3","सव-ब्राह्मणम्"
"2","16","4","2","2","7","4","सव-ब्राह्मणम्"
"2","16","5","2","2","7","5","सव-ब्राह्मणम्"
"2","16","6","2","2","7","6","सव-ब्राह्मणम्"
"2","16","7","2","2","7","9","सव-ब्राह्मणम्"
"2","16","8","2","2","7","10","सव-ब्राह्मणम्"
"2","16","9","2","2","7","11","सव-ब्राह्मणम्"
"2","16","10","2","2","7","14","सव-ब्राह्मणम्"
"2","16","11","2","2","7","18","सव-ब्राह्मणम्"
"3","1","1","2","1","2","1","अग्न्याधेयम्"
"3","1","2","2","1","1","7","अग्न्याधेयम्"
"3","2","1","2","1","1","2","अग्न्याधेय-ब्राह्मणम्"
"3","2","2","2","1","1","3","अग्न्याधेय-ब्राह्मणम्"
"3","2","3","2","1","1","4","अग्न्याधेय-ब्राह्मणम्"
"3","2","4","2","1","1","5","अग्न्याधेय-ब्राह्मणम्"
"3","2","5","2","1","1","6","अग्न्याधेय-ब्राह्मणम्"
"3","2","6","2","1","1","8","अग्न्याधेय-ब्राह्मणम्"
"3","2","7","2","1","1","9","अग्न्याधेय-ब्राह्मणम्"
"3","2","8","2","1","1","10","अग्न्याधेय-ब्राह्मणम्"
"3","3","1","1","1","5","3","पुनराधेयम्"
"3","4","1","1","1","5","1","पुनराधेय-ब्राह्मणम्"
"3","4","2","1","1","5","2","पुनराधेय-ब्राह्मणम्"
"3","4","3","1","1","5","4","पुनराधेय-ब्राह्मणम्"
"3","4","4","2","1","3","1","पुनराधेय-ब्राह्मणम्"
"3","5","1","2","2","1","1","अग्निहोत्र-ब्राह्मणम्"
"3","5","2","2","2","1","2","अग्निहोत्र-ब्राह्मणम्"
"3","5","3","2","2","1","3","अग्निहोत्र-ब्राह्मणम्"
"3","5","4","2","2","1","4","अग्निहोत्र-ब्राह्मणम्"
"3","5","5","2","2","1","5","अग्निहोत्र-ब्राह्मणम्"
"3","5","6","2","2","1","6","अग्निहोत्र-ब्राह्मणम्"
"3","5","7","2","2","1","7","अग्निहोत्र-ब्राह्मणम्"
"3","5","8","2","2","1","8","अग्निहोत्र-ब्राह्मणम्"
"3","5","9","2","2","1","9","अग्निहोत्र-ब्राह्मणम्"
"3","5","10","2","2","1","10","अग्निहोत्र-ब्राह्मणम्"
"3","5","11","2","2","1","11","अग्निहोत्र-ब्राह्मणम्"
"3","5","12","2","1","4","3","अग्निहोत्र-ब्राह्मणम्"
"3","5","13","2","1","4","4","अग्निहोत्र-ब्राह्मणम्"
"3","6","1","1","1","5","5","अग्न्युपस्थानम्"
"3","6","2","1","1","5","6","अग्न्युपस्थानम्"
"3","6","3","1","1","5","10","अग्न्युपस्थानम्"
"3","7","1","1","1","5","7","अग्न्युपस्थान-ब्राह्मणम्"
"3","7","2","1","1","5","8","अग्न्युपस्थान-ब्राह्मणम्"
"3","7","3","1","1","5","9","अग्न्युपस्थान-ब्राह्मणम्"
"3","8","1","1","4","1","1","अग्निचयनम्"
"3","8","2","1","4","1","2","अग्निचयनम्"
"3","8","3","1","4","1","3","अग्निचयनम्"
"3","8","4","1","4","1","4","अग्निचयनम्"
"3","8","5","1","4","1","5","अग्निचयनम्"
"3","8","6","1","4","1","6","अग्निचयनम्"
"3","8","7","1","4","1","7","अग्निचयनम्"
"3","8","8","1","4","1","8","अग्निचयनम्"
"3","8","9","1","4","1","9","अग्निचयनम्"
"3","8","10","1","4","1","10","अग्निचयनम्"
"3","8","11","1","4","2","1","अग्निचयनम्"
"3","8","12","1","4","2","2","अग्निचयनम्"
"3","8","13","1","4","2","3","अग्निचयनम्"
"3","8","14","1","4","2","4","अग्निचयनम्"
"3","8","15","1","4","2","5","अग्निचयनम्"
"3","8","16","1","4","2","6","अग्निचयनम्"
"3","8","17","1","4","2","7","अग्निचयनम्"
"3","8","18","1","4","2","8","अग्निचयनम्"
"3","8","19","1","4","2","9","अग्निचयनम्"
"3","8","20","1","4","2","10","अग्निचयनम्"
"3","8","21","3","3","17","0","अग्निचयनम्"
"3","8","22","1","4","3","1","अग्निचयनम्"
"3","8","23","1","4","3","2","अग्निचयनम्"
"3","8","24","1","4","3","3","अग्निचयनम्"
"3","8","25","1","4","3","4","अग्निचयनम्"
"3","8","26","1","4","3","5","अग्निचयनम्"
"3","8","27","1","4","3","6","अग्निचयनम्"
"3","8","28","1","4","3","7","अग्निचयनम्"
"3","8","29","1","4","3","8","अग्निचयनम्"
"3","8","30","1","4","3","9","अग्निचयनम्"
"3","8","31","1","4","3","10","अग्निचयनम्"
"3","8","32","1","4","3","11","अग्निचयनम्"
"3","8","33","1","4","3","12","अग्निचयनम्"
"3","8","34","3","3","18","0","अग्निचयनम्"
"3","8","35","1","4","4","1","अग्निचयनम्"
"3","8","36","1","4","4","2","अग्निचयनम्"
"3","8","37","1","4","4","3","अग्निचयनम्"
"3","8","38","1","4","4","4","अग्निचयनम्"
"3","8","39","1","4","4","5","अग्निचयनम्"
"3","8","40","1","4","4","6","अग्निचयनम्"
"3","8","41","1","4","4","7","अग्निचयनम्"
"3","8","42","1","4","4","8","अग्निचयनम्"
"3","8","43","1","4","4","9","अग्निचयनम्"
"3","8","44","1","4","4","10","अग्निचयनम्"
"3","8","45","1","4","4","11","अग्निचयनम्"
"3","8","46","3","3","19","0","अग्निचयनम्"
"3","8","47","1","4","5","1","अग्निचयनम्"
"3","8","48","1","4","5","2","अग्निचयनम्"
"3","8","49","1","4","5","3","अग्निचयनम्"
"3","8","50","1","4","5","4","अग्निचयनम्"
"3","8","51","1","4","5","5","अग्निचयनम्"
"3","8","52","1","4","5","6","अग्निचयनम्"
"3","8","53","1","4","5","7","अग्निचयनम्"
"3","8","54","1","4","5","8","अग्निचयनम्"
"3","8","55","1","4","5","9","अग्निचयनम्"
"3","8","56","1","4","5","10","अग्निचयनम्"
"3","8","57","1","4","5","11","अग्निचयनम्"
"3","8","58","1","4","6","1","अग्निचयनम्"
"3","8","59","1","4","6","2","अग्निचयनम्"
"3","8","60","1","4","6","3","अग्निचयनम्"
"3","8","61","1","4","6","4","अग्निचयनम्"
"3","8","62","1","4","6","5","अग्निचयनम्"
"3","8","63","1","4","7","1","अग्निचयनम्"
